Gear,Flag,Year,Region,Annual-Catch-Estimate,Aggregate-Data-Area,Aggregate-Data-Time,Aggregate-Data-catch-recs,Operational-Data-catch-recs,Length-Data-Area1,Length-Data-Time1,Length-Data-Size-int1,Length-Data-Samples1,Length-Data-Area2,Length-Data-Time2,Length-Data-Size-int2,Length-Data-Samples2
L,KR,2008,WCPFC,17001,5x5,MON,642,11127,5x5,MON,1,1011,...,...,...,0
L,KR,2009,WCPFC,15231,5x5,MON,532,11655,5x5,MON,1,151,...,...,...,0
L,KR,2010,WCPFC,13914,5x5,MON,640,9927,5x5,MON,1,1937,...,...,...,0
L,KR,2011,WCPFC,15282,5x5,MON,679,9981,5x5,MON,1,3506,...,...,...,0
L,KR,2012,WCPFC,18823,5x5,MON,605,10238,5x5,MON,1,5645,...,...,...,0
L,KR,2013,WCPFC,12818,5x5,MON,629,8569,5x5,MON,1,9360,...,...,...,0
L,KR,2014,WCPFC,12779,5x5,MON,550,27977,5x5,MON,1,10965,...,...,...,0
L,KR,2015,WCPFC,10689,5x5,MON,538,26994,5x5,MON,1,24649,...,...,...,0
L,KR,2016,WCPFC,11018,5x5,MON,496,26946,5x5,MON,1,13018,...,...,...,0
L,KR,2017,WCPFC,10220,5x5,MON,540,26782,5x5,MON,1,33741,...,...,...,0
L,KR,2018,WCPFC,13828,5x5,MON,492,27194,5x5,MON,1,24100,...,...,...,0
L,KR,2019,WCPFC,13711,5x5,MON,479,27128,5x5,MON,1,30224,...,...,...,0
L,KR,2020,WCPFC,13011,5x5,MON,509,26940,5x5,MON,1,19646,...,...,...,0
L,KR,2021,WCPFC,13685,5x5,MON,476,26190,5x5,MON,1,26552,...,...,...,0
L,KR,2022,WCPFC,12986,5x5,MON,396,20056,5x5,MON,1,22843,...,...,...,0
L,KR,2023,WCPFC,13474,5x5,MON,351,17938,5x5,MON,1,30389,...,...,...,0
L,MH,1992,WCPFC,6,5x5,MON,35,190,5x5,MON,1,681,10x20,MON,1,498
L,MH,1993,WCPFC,67,5x5,MON,47,298,5x5,MON,1,541,10x20,MON,1,329
L,MH,1994,WCPFC,25,5x5,MON,1,6,10x20,MON,1,404,5x5,MON,1,35
L,MH,1995,WCPFC,10,5x5,MON,12,37,10x20,MON,1,133,...,...,...,0
L,MH,2008,WCPFC,375,5x5,MON,45,904,5x5,MON,1,4656,...,...,...,0
L,MH,2010,WCPFC,257,5x5,MON,62,610,5x5,MON,1,3056,...,...,...,0
L,MH,2011,WCPFC,259,5x5,MON,62,590,5x5,MON,1,4030,...,...,...,0
L,MH,2012,WCPFC,335,5x5,MON,57,659,5x5,MON,1,3484,10x20,MON,1,452
L,MH,2013,WCPFC,80,5x5,MON,32,292,5x5,MON,1,4089,10x20,MON,1,308
L,MH,2015,WCPFC,0,5x5,MON,2,25,5x5,MON,1,189,...,...,...,0
L,MH,2016,WCPFC,700,5x5,MON,80,1889,5x5,MON,1,12525,10x20,MON,1,137
L,MH,2017,WCPFC,1229,5x5,MON,86,3105,5x5,MON,1,15048,10x20,MON,1,178
L,MH,2018,WCPFC,1146,5x5,MON,92,4049,5x5,MON,1,16789,...,...,...,0
L,MH,2019,WCPFC,1458,5x5,MON,92,3281,5x5,MON,1,17991,10x20,MON,1,281
L,MH,2020,WCPFC,764,5x5,MON,87,2711,5x5,MON,1,14787,...,...,...,0
L,MH,2021,WCPFC,928,5x5,MON,79,2879,5x5,MON,1,14299,...,...,...,0
L,MH,2022,WCPFC,1173,5x5,MON,75,3649,5x5,MON,1,16933,...,...,...,0
L,MH,2023,WCPFC,1428,5x5,MON,77,4828,5x5,MON,1,21104,...,...,...,0
L,NC,1993,WCPFC,106,5x5,MON,41,220,5x5,MON,1,133,...,...,...,0
L,NC,1994,WCPFC,78,5x5,MON,22,111,5x5,MON,1,291,...,...,...,0
L,NC,1995,WCPFC,103,5x5,MON,35,213,5x5,MON,1,786,...,...,...,0
L,NC,1996,WCPFC,233,5x5,MON,33,171,5x5,MON,1,691,...,...,...,0
L,NC,1997,WCPFC,234,5x5,MON,29,175,5x5,MON,1,2729,...,...,...,0
L,NC,1998,WCPFC,498,5x5,MON,57,958,5x5,MON,1,4011,...,...,...,0
L,NC,1999,WCPFC,553,5x5,MON,53,863,5x5,MON,1,2310,...,...,...,0
L,NC,2000,WCPFC,517,5x5,MON,62,1170,5x5,MON,1,3852,...,...,...,0
L,NC,2001,WCPFC,128,5x5,MON,63,863,5x5,MON,1,3346,...,...,...,0
L,NC,2002,WCPFC,189,5x5,MON,64,916,5x5,MON,1,3464,...,...,...,0
L,NC,2003,WCPFC,142,5x5,MON,67,1073,5x5,MON,1,2509,...,...,...,0
L,NC,2004,WCPFC,90,5x5,MON,76,1105,5x5,MON,1,1307,...,...,...,0
L,NC,2005,WCPFC,76,5x5,MON,65,973,5x5,MON,1,590,...,...,...,0
L,NC,2006,WCPFC,35,5x5,MON,60,557,5x5,MON,1,422,...,...,...,0
L,NC,2007,WCPFC,53,5x5,MON,64,740,5x5,MON,1,508,...,...,...,0
L,NC,2008,WCPFC,63,5x5,MON,63,821,5x5,MON,1,437,...,...,...,0
L,NC,2009,WCPFC,51,5x5,MON,66,710,5x5,MON,1,593,...,...,...,0
L,NC,2010,WCPFC,44,5x5,MON,58,629,5x5,MON,1,596,...,...,...,0
L,NC,2011,WCPFC,41,5x5,MON,60,654,5x5,MON,1,565,...,...,...,0
L,NC,2012,WCPFC,49,5x5,MON,62,684,5x5,MON,1,62,...,...,...,0
L,NC,2013,WCPFC,51,5x5,MON,67,687,5x5,MON,1,87,...,...,...,0
L,NC,2014,WCPFC,58,5x5,MON,59,801,5x5,MON,1,125,...,...,...,0
L,NC,2015,WCPFC,63,5x5,MON,69,641,5x5,MON,1,62,...,...,...,0
L,NC,2016,WCPFC,74,5x5,MON,62,899,5x5,MON,1,147,...,...,...,0
L,NC,2017,WCPFC,48,5x5,MON,70,670,5x5,MON,1,78,...,...,...,0
L,NC,2018,WCPFC,46,5x5,MON,65,631,5x5,MON,1,133,...,...,...,0
L,NC,2019,WCPFC,40,5x5,MON,60,553,5x5,MON,1,65,...,...,...,0
L,NC,2020,WCPFC,51,5x5,MON,57,704,5x5,MON,1,135,...,...,...,0
L,NC,2021,WCPFC,59,5x5,MON,67,779,5x5,MON,1,173,...,...,...,0
L,NC,2022,WCPFC,67,5x5,MON,63,832,5x5,MON,1,186,...,...,...,0
L,NC,2023,WCPFC,40,5x5,MON,61,620,5x5,MON,1,93,...,...,...,0
L,NU,2005,WCPFC,10,5x5,MON,17,86,5x5,MON,1,9,...,...,...,0
L,NU,2006,WCPFC,22,5x5,MON,26,155,5x5,MON,1,112,...,...,...,0
L,NU,2007,WCPFC,35,5x5,MON,28,283,5x5,MON,1,88,...,...,...,0
L,NU,2008,WCPFC,51,5x5,MON,48,318,5x5,MON,1,22,...,...,...,0
L,NU,2009,WCPFC,10,5x5,MON,9,22,5x5,MON,1,10,...,...,...,0
L,NZ,1992,WCPFC,39,5x5,MON,28,213,5x5,MON,1,63,...,...,...,0
L,NZ,1994,WCPFC,69,5x5,MON,42,602,5x5,MON,1,18,...,...,...,0
L,NZ,1995,WCPFC,60,5x5,MON,36,586,5x5,MON,1,71,...,...,...,0
L,NZ,1996,WCPFC,86,5x5,MON,41,684,5x5,MON,1,34,...,...,...,0
L,NZ,1997,WCPFC,140,5x5,MON,51,961,5x5,MON,1,51,...,...,...,0
L,NZ,1998,WCPFC,388,5x5,MON,64,2236,5x5,MON,1,335,...,...,...,0
L,NZ,1999,WCPFC,420,5x5,MON,69,3015,5x5,MON,1,229,...,...,...,0
L,NZ,2000,WCPFC,421,5x5,MON,78,3121,5x5,MON,1,89,...,...,...,0
L,NZ,2001,WCPFC,481,5x5,MON,69,4054,5x5,MON,1,349,...,...,...,0
L,NZ,2002,WCPFC,201,5x5,MON,76,2109,5x5,MON,1,30,...,...,...,0
L,NZ,2003,WCPFC,204,5x5,MON,74,1711,5x5,MON,1,492,...,...,...,0
L,NZ,2004,WCPFC,177,5x5,MON,53,1357,5x5,MON,1,332,10x20,MON,1,5
L,NZ,2005,WCPFC,175,5x5,MON,44,1279,5x5,MON,1,110,...,...,...,0
L,NZ,2006,WCPFC,177,5x5,MON,63,1353,5x5,MON,1,313,...,...,...,0
L,NZ,2007,WCPFC,213,5x5,MON,76,1282,5x5,MON,1,384,...,...,...,0
L,NZ,2008,WCPFC,133,5x5,MON,36,980,5x5,MON,1,253,...,...,...,0
L,NZ,2009,WCPFC,253,5x5,MON,51,1484,5x5,MON,1,365,...,...,...,0
L,NZ,2010,WCPFC,132,5x5,MON,43,1010,5x5,MON,1,104,...,...,...,0
L,NZ,2011,WCPFC,174,5x5,MON,48,1156,5x5,MON,1,175,...,...,...,0
L,NZ,2012,WCPFC,154,5x5,MON,39,1025,5x5,MON,1,30,...,...,...,0
L,NZ,2013,WCPFC,109,5x5,MON,40,726,5x5,MON,1,126,...,...,...,0
L,NZ,2014,WCPFC,122,5x5,MON,39,716,5x5,MON,1,69,...,...,...,0
L,NZ,2015,WCPFC,122,5x5,MON,38,570,5x5,MON,1,154,...,...,...,0
L,NZ,2016,WCPFC,177,5x5,MON,44,1006,5x5,MON,1,215,...,...,...,0
L,NZ,2017,WCPFC,97,5x5,MON,49,705,5x5,MON,1,183,...,...,...,0
L,NZ,2018,WCPFC,135,5x5,MON,44,852,5x5,MON,1,153,...,...,...,0
L,NZ,2019,WCPFC,50,5x5,MON,29,371,5x5,MON,1,58,...,...,...,0
L,NZ,2020,WCPFC,67,5x5,MON,34,483,5x5,MON,1,181,...,...,...,0
L,NZ,2021,WCPFC,85,5x5,MON,37,510,5x5,MON,1,210,...,...,...,0
L,NZ,2022,WCPFC,50,5x5,MON,29,323,5x5,MON,1,44,...,...,...,0
L,PF,1991,WCPFC,45,...,...,0,0,5x5,MON,1,98,...,...,...,0
L,PF,1992,WCPFC,57,5x5,MON,43,210,5x5,MON,1,255,...,...,...,0
L,PF,1993,WCPFC,163,5x5,MON,33,89,5x5,MON,1,498,...,...,...,0
L,PF,1994,WCPFC,165,5x5,MON,76,914,5x5,MON,1,26,...,...,...,0
L,PF,1995,WCPFC,182,5x5,MON,99,1480,5x5,MON,1,290,...,...,...,0
L,PF,1996,WCPFC,184,5x5,MON,84,1428,5x5,MON,1,2094,...,...,...,0
L,PF,1997,WCPFC,308,5x5,MON,87,2004,5x5,MON,1,1912,...,...,...,0
L,PF,1998,WCPFC,402,5x5,MON,75,2573,5x5,MON,1,1069,...,...,...,0
L,PF,1999,WCPFC,276,5x5,MON,97,2627,5x5,MON,1,594,...,...,...,0
L,PF,2000,WCPFC,711,5x5,MON,112,3262,5x5,MON,1,1173,...,...,...,0
L,PF,2001,WCPFC,745,5x5,MON,86,3419,5x5,MON,1,635,...,...,...,0
L,PF,2002,WCPFC,649,5x5,MON,92,3517,5x5,MON,1,691,...,...,...,0
L,PF,2003,WCPFC,439,5x5,MON,117,4322,5x5,MON,1,758,...,...,...,0
L,PF,2004,WCPFC,502,5x5,MON,150,4528,5x5,MON,1,2783,...,...,...,0
L,PF,2005,WCPFC,606,5x5,MON,172,4418,5x5,MON,1,8116,...,...,...,0
L,PF,2006,WCPFC,498,5x5,MON,144,4053,5x5,MON,1,5216,...,...,...,0
L,PF,2007,WCPFC,478,5x5,MON,123,3777,5x5,MON,1,9388,...,...,...,0
L,PF,2008,WCPFC,490,5x5,MON,129,3906,5x5,MON,1,10927,...,...,...,0
L,PF,2009,WCPFC,587,5x5,MON,111,3754,5x5,MON,1,11623,...,...,...,0
L,PF,2010,WCPFC,436,5x5,MON,114,3412,5x5,MON,1,9313,...,...,...,0
L,PF,2011,WCPFC,607,5x5,MON,116,3900,5x5,MON,1,12129,...,...,...,0
L,PF,2012,WCPFC,654,5x5,MON,113,4212,5x5,MON,1,10869,...,...,...,0
L,PF,2013,WCPFC,787,5x5,MON,105,4824,5x5,MON,1,7945,...,...,...,0
L,PF,2014,WCPFC,741,5x5,MON,109,5114,5x5,MON,1,10806,...,...,...,0
L,PF,2015,WCPFC,813,5x5,MON,110,6182,5x5,MON,1,4836,...,...,...,0
L,PF,2016,WCPFC,563,5x5,MON,150,5560,5x5,MON,1,5015,...,...,...,0
L,PF,2017,WCPFC,896,5x5,MON,162,5893,5x5,MON,1,2917,...,...,...,0
L,PF,2018,WCPFC,1063,5x5,MON,153,7095,5x5,MON,1,1792,...,...,...,0
L,PF,2019,WCPFC,954,5x5,MON,152,6700,5x5,MON,1,2903,...,...,...,0
L,PF,2020,WCPFC,874,5x5,MON,144,6869,5x5,MON,1,3429,...,...,...,0
L,PF,2021,WCPFC,1045,5x5,MON,153,7550,5x5,MON,1,5089,...,...,...,0
L,PF,2022,WCPFC,1388,5x5,MON,156,8734,5x5,MON,1,5664,...,...,...,0
L,PF,2023,WCPFC,1232,5x5,MON,149,8271,5x5,MON,1,4041,...,...,...,0
L,PG,1996,WCPFC,13,5x5,MON,12,105,5x5,MON,1,3,...,...,...,0
L,PG,1999,WCPFC,60,5x5,MON,49,442,5x5,MON,1,14,...,...,...,0
L,PG,2000,WCPFC,187,5x5,MON,65,925,5x5,MON,1,40,...,...,...,0
L,PG,2001,WCPFC,240,5x5,MON,68,2095,5x5,MON,1,411,10x20,MON,1,323
L,PG,2002,WCPFC,318,5x5,MON,87,2632,5x5,MON,1,3962,10x20,MON,1,763
L,PG,2003,WCPFC,390,5x5,MON,73,3365,5x5,MON,1,1061,10x20,MON,1,3
L,PG,2004,WCPFC,399,5x5,MON,76,2671,5x5,MON,1,521,...,...,...,0
L,PG,2005,WCPFC,237,5x5,MON,78,2531,5x5,MON,1,386,...,...,...,0
L,PG,2006,WCPFC,216,5x5,MON,57,2159,5x5,MON,1,384,...,...,...,0
L,PG,2007,WCPFC,111,5x5,MON,53,1423,5x5,MON,1,39,...,...,...,0
L,PG,2008,WCPFC,201,5x5,MON,89,1242,5x5,MON,1,523,...,...,...,0
L,PG,2010,WCPFC,39,5x5,MON,54,432,5x5,MON,1,1,...,...,...,0
L,PG,2011,WCPFC,59,5x5,MON,50,325,5x5,MON,1,239,...,...,...,0
L,PG,2012,WCPFC,119,5x5,MON,69,748,5x5,MON,1,194,...,...,...,0
L,PG,2013,WCPFC,32,5x5,MON,31,148,5x5,MON,1,71,...,...,...,0
L,PG,2014,WCPFC,52,5x5,MON,33,166,5x5,MON,1,33,...,...,...,0
L,PG,2015,WCPFC,15,5x5,MON,21,118,5x5,MON,1,762,...,...,...,0
L,PG,2016,WCPFC,86,5x5,MON,68,314,5x5,MON,1,633,...,...,...,0
L,PG,2018,WCPFC,87,5x5,MON,79,721,5x5,MON,1,7,...,...,...,0
L,PG,2023,WCPFC,254,5x5,MON,61,958,5x5,MON,1,15,...,...,...,0
L,PH,1997,WCPFC,59,5x5,MON,58,38,5x5,MON,1,250,...,...,...,0
L,PH,1998,WCPFC,59,5x5,MON,49,7,5x5,MON,1,32,...,...,...,0
L,PH,1999,WCPFC,59,5x5,MON,48,0,10x20,MON,1,321,...,...,...,0
L,PH,2021,WCPFC,0,...,...,0,0,5x5,MON,1,39,10x20,MON,1,14
L,PH,2022,WCPFC,0,...,...,0,0,10x20,MON,1,11,5x5,MON,1,10
L,PH,2023,WCPFC,0,...,...,0,0,5x5,MON,1,189,...,...,...,0
L,PW,2000,WCPFC,75,5x5,MON,36,139,5x5,MON,1,360,...,...,...,0
L,PW,2001,WCPFC,21,5x5,MON,7,19,5x5,MON,1,162,10x20,MON,1,61
L,PW,2002,WCPFC,1,...,...,0,0,5x5,MON,1,18,...,...,...,0
L,PW,2004,WCPFC,7,...,...,0,0,5x5,MON,1,13,...,...,...,0
L,PW,2014,WCPFC,0,...,...,0,0,5x5,MON,1,7,...,...,...,0
L,PW,2016,WCPFC,0,5x5,MON,5,37,5x5,MON,1,94,...,...,...,0
L,PW,2017,WCPFC,1106,5x5,MON,69,3621,5x5,MON,1,9888,...,...,...,0
L,PW,2018,WCPFC,1011,5x5,MON,76,3427,5x5,MON,1,8934,...,...,...,0
L,PW,2019,WCPFC,855,5x5,MON,61,2999,5x5,MON,1,2233,...,...,...,0
L,PW,2022,WCPFC,10,5x5,MON,3,15,5x5,MON,1,31,...,...,...,0
L,PW,2023,WCPFC,3,5x5,MON,6,28,5x5,MON,1,60,...,...,...,0
L,SB,1996,WCPFC,403,...,...,0,1012,5x5,MON,1,889,...,...,...,0
L,SB,1997,WCPFC,722,...,...,0,1605,5x5,MON,1,6868,...,...,...,0
L,SB,1998,WCPFC,726,...,...,0,924,5x5,MON,1,3865,...,...,...,0
L,SB,1999,WCPFC,469,...,...,0,1322,5x5,MON,1,3272,...,...,...,0
L,SB,2000,WCPFC,364,...,...,0,946,5x5,MON,1,5437,...,...,...,0
L,SB,2001,WCPFC,187,...,...,0,672,5x5,MON,1,1178,...,...,...,0
L,SB,2002,WCPFC,401,...,...,0,1119,5x5,MON,1,6095,...,...,...,0
L,SB,2003,WCPFC,385,...,...,0,1324,5x5,MON,1,3138,...,...,...,0
L,SB,2004,WCPFC,294,...,...,0,1291,5x5,MON,1,1610,...,...,...,0
L,SB,2011,WCPFC,213,5x5,MON,30,142,5x5,MON,1,135,...,...,...,0
L,SB,2012,WCPFC,0,5x5,MON,88,457,5x5,MON,1,644,...,...,...,0
L,SB,2013,WCPFC,0,5x5,MON,56,289,5x5,MON,1,223,...,...,...,0
L,SB,2014,WCPFC,3054,5x5,MON,165,1257,5x5,MON,1,829,...,...,...,0
L,SB,2015,WCPFC,4390,5x5,MON,240,10913,5x5,MON,1,274,...,...,...,0
L,SB,2016,WCPFC,384,5x5,MON,112,1743,5x5,MON,1,33,...,...,...,0
L,SB,2018,WCPFC,1235,5x5,MON,117,6514,5x5,MON,1,1259,...,...,...,0
L,SB,2019,WCPFC,1398,5x5,MON,160,8702,5x5,MON,1,2596,...,...,...,0
L,SB,2023,WCPFC,947,5x5,MON,118,5305,5x5,MON,1,279,...,...,...,0
L,SU,1995,WCPFC,0,...,...,0,0,10x20,MON,1,26,...,...,...,0
L,TO,1995,WCPFC,23,...,...,0,0,5x5,MON,1,167,...,...,...,0
L,TO,1996,WCPFC,60,5x5,MON,16,50,5x5,MON,1,334,...,...,...,0
L,TO,1997,WCPFC,69,5x5,MON,31,206,5x5,MON,1,647,...,...,...,0
L,TO,1998,WCPFC,86,5x5,MON,33,231,5x5,MON,1,491,...,...,...,0
L,TO,1999,WCPFC,112,5x5,MON,40,368,5x5,MON,1,580,...,...,...,0
L,TO,2000,WCPFC,120,5x5,MON,51,915,5x5,MON,1,2457,...,...,...,0
L,TO,2001,WCPFC,191,5x5,MON,62,1213,5x5,MON,1,595,...,...,...,0
L,TO,2002,WCPFC,215,5x5,MON,84,1474,5x5,MON,1,5716,...,...,...,0
L,TO,2003,WCPFC,94,5x5,MON,78,1139,5x5,MON,1,3024,...,...,...,0
L,TO,2004,WCPFC,40,5x5,MON,55,660,5x5,MON,1,1302,...,...,...,0
L,TO,2005,WCPFC,125,5x5,MON,58,830,5x5,MON,1,1812,...,...,...,0
L,TO,2006,WCPFC,117,5x5,MON,54,1076,5x5,MON,1,2219,...,...,...,0
L,TO,2007,WCPFC,129,5x5,MON,52,1077,5x5,MON,1,2183,...,...,...,0
L,TO,2008,WCPFC,81,5x5,MON,43,789,5x5,MON,1,1881,...,...,...,0
L,TO,2009,WCPFC,38,5x5,MON,36,392,5x5,MON,1,1138,...,...,...,0
L,TO,2010,WCPFC,24,5x5,MON,40,195,5x5,MON,1,613,...,...,...,0
L,TO,2011,WCPFC,18,5x5,MON,39,183,5x5,MON,1,578,...,...,...,0
L,TO,2012,WCPFC,10,5x5,MON,27,111,5x5,MON,1,167,...,...,...,0
L,TO,2013,WCPFC,7,5x5,MON,19,83,5x5,MON,1,191,...,...,...,0
L,TO,2014,WCPFC,22,5x5,MON,31,185,5x5,MON,1,674,...,...,...,0
L,TO,2015,WCPFC,25,5x5,MON,27,279,5x5,MON,1,842,...,...,...,0
L,TO,2016,WCPFC,27,5x5,MON,35,317,5x5,MON,1,842,...,...,...,0
L,TO,2017,WCPFC,24,5x5,MON,42,301,5x5,MON,1,579,...,...,...,0
L,TO,2018,WCPFC,34,5x5,MON,43,265,5x5,MON,1,619,...,...,...,0
L,TO,2019,WCPFC,16,5x5,MON,43,206,5x5,MON,1,559,...,...,...,0
L,TO,2020,WCPFC,10,5x5,MON,31,141,5x5,MON,1,411,...,...,...,0
L,TO,2021,WCPFC,15,5x5,MON,33,169,5x5,MON,1,490,...,...,...,0
L,TO,2022,WCPFC,24,5x5,MON,32,232,5x5,MON,1,717,...,...,...,0
L,TO,2023,WCPFC,14,5x5,MON,38,209,5x5,MON,1,319,...,...,...,0
L,TV,2005,WCPFC,0,5x5,MON,1,3,5x5,MON,1,15,...,...,...,0
L,TV,2016,WCPFC,103,5x5,MON,37,413,5x5,MON,1,697,...,...,...,0
L,TV,2017,WCPFC,111,5x5,MON,47,512,5x5,MON,1,76,...,...,...,0
L,TV,2018,WCPFC,64,5x5,MON,38,345,5x5,MON,1,361,...,...,...,0
L,TV,2019,WCPFC,53,5x5,MON,30,232,5x5,MON,1,71,...,...,...,0
L,TW,1991,WCPFC,5803,5x5,MON,370,6114,5x5,MON,1,637,...,...,...,0
L,TW,1992,WCPFC,6302,5x5,MON,290,7124,5x5,MON,1,11576,...,...,...,0
L,TW,1993,WCPFC,5325,5x5,MON,495,8596,5x5,MON,1,19765,...,...,...,0
L,TW,1994,WCPFC,9391,5x5,MON,506,8475,5x5,MON,1,18370,...,...,...,0
L,TW,1995,WCPFC,7897,5x5,MON,387,6591,5x5,MON,1,8653,...,...,...,0
L,TW,1996,WCPFC,6343,5x5,MON,478,5107,5x5,MON,1,10037,...,...,...,0
L,TW,1997,WCPFC,10608,5x5,MON,544,6849,5x5,MON,1,22968,...,...,...,0
L,TW,1998,WCPFC,10187,5x5,MON,438,6240,5x5,MON,1,12075,...,...,...,0
L,TW,1999,WCPFC,10453,5x5,MON,548,7159,5x5,MON,1,13753,...,...,...,0
L,TW,2000,WCPFC,8391,5x5,MON,821,9286,5x5,MON,1,11624,...,...,...,0
L,TW,2001,WCPFC,12435,5x5,MON,754,8320,5x5,MON,1,5252,...,...,...,0
L,TW,2002,WCPFC,16645,5x5,MON,1134,7756,5x5,MON,1,2691,...,...,...,0
L,TW,2003,WCPFC,14429,5x5,MON,1353,10967,5x5,MON,1,3580,...,...,...,0
L,TW,2004,WCPFC,20992,5x5,MON,1428,12830,5x5,MON,1,6029,...,...,...,0
L,TW,2005,WCPFC,15498,5x5,MON,1386,11536,10x20,QTR,2,191569,5x5,MON,1,10905
L,TW,2006,WCPFC,14295,5x5,MON,1286,15444,10x20,QTR,2,129988,5x5,MON,1,25543
L,TW,2007,WCPFC,14760,5x5,MON,1360,14588,10x20,QTR,2,118650,5x5,MON,1,21518
L,TW,2008,WCPFC,15229,5x5,MON,1321,15864,10x20,QTR,2,142319,5x5,MON,1,18533
L,TW,2009,WCPFC,13319,5x5,MON,1604,15288,10x20,QTR,2,117230,5x5,MON,1,8892
L,TW,2010,WCPFC,11874,5x5,MON,1711,13988,10x20,QTR,2,114197,5x5,MON,1,12634
L,TW,2011,WCPFC,11275,5x5,MON,1825,21108,10x20,QTR,2,87165,5x5,MON,1,26677
L,TW,2012,WCPFC,10994,5x5,MON,1815,20749,10x20,QTR,2,82747,5x5,MON,1,23000
L,TW,2013,WCPFC,10600,5x5,MON,1517,19909,5x5,MON,1,21326,10x20,QTR,2,12422
L,TW,2014,WCPFC,10018,5x5,MON,1182,18044,5x5,MON,1,25992,10x20,QTR,2,10249
L,TW,2015,WCPFC,9434,5x5,MON,1147,9972,5x5,MON,1,18530,10x20,QTR,2,11316
L,TW,2016,WCPFC,9488,5x5,MON,1523,21211,5x5,MON,1,22118,10x20,QTR,2,2950
L,TW,2017,WCPFC,9672,5x5,MON,1582,35913,5x5,MON,1,16672,...,...,...,0
L,TW,2018,WCPFC,9069,5x5,MON,1373,35279,5x5,MON,1,15840,...,...,...,0
L,TW,2019,WCPFC,8876,5x5,MON,1643,35618,5x5,MON,1,13367,...,...,...,0
L,TW,2020,WCPFC,7152,5x5,MON,1606,33334,5x5,MON,1,8996,...,...,...,0
L,TW,2021,WCPFC,7330,5x5,MON,1482,29185,5x5,MON,1,14421,...,...,...,0
L,TW,2022,WCPFC,9560,5x5,MON,1439,35622,5x5,MON,1,12936,...,...,...,0
L,TW,2023,WCPFC,8828,5x5,MON,1467,30603,5x5,MON,1,1721,...,...,...,0
L,US,1992,WCPFC,5,...,...,0,0,10x20,MON,1,21,...,...,...,0
L,US,1993,WCPFC,8,...,...,0,0,5x5,MON,1,40,10x20,MON,1,14
L,US,2003,WCPFC,0,...,...,0,0,10x20,MON,1,34,5x5,MON,1,18
L,US,2004,WCPFC,0,...,...,0,0,5x5,MON,1,49,...,...,...,0
L,US,2005,WCPFC,0,...,...,0,0,5x5,MON,1,14,10x20,MON,1,4
L,US,2006,WCPFC,0,...,...,0,0,5x5,MON,1,43,10x20,MON,1,17
L,US,2007,WCPFC,0,...,...,0,0,10x20,MON,1,75,5x5,MON,1,13
L,US,2008,WCPFC,0,...,...,0,0,5x5,MON,1,17,10x20,MON,1,6
L,US,2009,WCPFC,0,...,...,0,0,5x5,MON,1,23,...,...,...,0
L,US,2010,WCPFC,0,...,...,0,0,10x20,MON,1,53,5x5,MON,1,19
L,US,2011,WCPFC,0,...,...,0,0,10x20,MON,1,6,...,...,...,0
L,US,2012,WCPFC,0,...,...,0,0,10x20,MON,1,8,...,...,...,0
L,US,2014,WCPFC,1000,5x5,MON,19,0,10x20,MON,1,30,...,...,...,0
L,US,2017,WCPFC,999,5x5,MON,18,0,10x20,MON,1,2,...,...,...,0
L,US-AS,2000,WCPFC,21,5x5,MON,15,339,5x5,MON,1,21,10x20,MON,1,1
L,US-AS,2001,WCPFC,75,5x5,MON,30,1168,5x5,MON,1,88,10x20,MON,1,12
L,US-AS,2002,WCPFC,196,5x5,MON,44,2419,5x5,MON,1,410,10x20,MON,1,76
L,US-AS,2003,WCPFC,242,5x5,MON,55,3053,5x5,MON,1,261,10x20,MON,1,205
L,US-AS,2004,WCPFC,227,5x5,MON,53,2632,5x5,MON,1,297,10x20,MON,1,140
L,US-AS,2005,WCPFC,134,5x5,MON,57,145,5x5,MON,1,232,10x20,MON,1,175
L,US-AS,2006,WCPFC,181,5x5,MON,50,0,5x5,MON,1,623,10x20,MON,1,234
L,US-AS,2007,WCPFC,218,5x5,MON,53,3441,5x5,MON,1,791,10x20,MON,1,149
L,US-AS,2008,WCPFC,132,5x5,MON,67,2578,5x5,MON,1,389,10x20,MON,1,47
L,US-AS,2009,WCPFC,249,5x5,MON,68,2782,5x5,MON,1,338,10x20,MON,1,68
L,US-AS,2010,WCPFC,487,5x5,MON,102,3266,5x5,MON,1,1618,10x20,MON,1,286
L,US-AS,2011,WCPFC,1263,5x5,MON,136,2353,5x5,MON,1,1036,10x20,MON,1,122
L,US-AS,2012,WCPFC,1502,5x5,MON,148,2500,5x5,MON,1,567,10x20,MON,1,28
L,US-AS,2013,WCPFC,389,5x5,MON,105,1603,5x5,MON,1,593,...,...,...,0
L,US-AS,2014,WCPFC,318,5x5,MON,50,1479,5x5,MON,1,851,10x20,MON,1,120
L,US-AS,2015,WCPFC,557,5x5,MON,78,1466,5x5,MON,1,694,...,...,...,0
L,US-AS,2016,WCPFC,658,5x5,MON,79,1194,5x5,MON,1,453,...,...,...,0
L,US-AS,2017,WCPFC,1409,5x5,MON,109,1099,5x5,MON,1,433,...,...,...,0
L,US-AS,2018,WCPFC,851,5x5,MON,90,923,5x5,MON,1,393,...,...,...,0
L,US-AS,2019,WCPFC,1545,5x5,MON,110,714,5x5,MON,1,276,...,...,...,0
