Gear,Flag,Year,Region,Annual-Catch-Estimate,Aggregate-Data-Area,Aggregate-Data-Time,Aggregate-Data-catch-recs,Operational-Data-catch-recs,Length-Data-Area1,Length-Data-Time1,Length-Data-Size-int1,Length-Data-Samples1,Length-Data-Area2,Length-Data-Time2,Length-Data-Size-int2,Length-Data-Samples2
L,NZ,2020,WCPFC,1,5x5,MON,14,59,5x5,MON,1,7,...,...,...,0
L,NZ,2021,WCPFC,0,5x5,MON,12,23,5x5,MON,1,9,...,...,...,0
L,PF,1997,WCPFC,22,5x5,MON,50,542,5x5,MON,1,49,...,...,...,0
L,PF,2002,WCPFC,92,5x5,MON,69,725,5x5,MON,1,103,...,...,...,0
L,PF,2003,WCPFC,73,5x5,MON,85,1456,5x5,MON,1,186,...,...,...,0
L,PF,2004,WCPFC,65,5x5,MON,101,1580,5x5,MON,1,217,...,...,...,0
L,PF,2005,WCPFC,24,5x5,MON,102,977,5x5,MON,1,270,...,...,...,0
L,PF,2006,WCPFC,28,5x5,MON,80,833,5x5,MON,1,228,...,...,...,0
L,PF,2007,WCPFC,30,5x5,MON,79,818,5x5,MON,1,248,...,...,...,0
L,PF,2008,WCPFC,18,5x5,MON,79,640,5x5,MON,1,177,...,...,...,0
L,PF,2009,WCPFC,25,5x5,MON,72,630,5x5,MON,1,1067,...,...,...,0
L,PF,2010,WCPFC,22,5x5,MON,66,572,5x5,MON,1,732,...,...,...,0
L,PF,2011,WCPFC,19,5x5,MON,68,485,5x5,MON,1,245,...,...,...,0
L,PF,2012,WCPFC,50,5x5,MON,66,625,5x5,MON,1,407,...,...,...,0
L,PF,2013,WCPFC,34,5x5,MON,70,576,5x5,MON,1,263,...,...,...,0
L,PF,2014,WCPFC,33,5x5,MON,88,850,5x5,MON,1,326,...,...,...,0
L,PF,2015,WCPFC,75,5x5,MON,78,1102,5x5,MON,1,303,...,...,...,0
L,PF,2016,WCPFC,60,5x5,MON,108,1478,5x5,MON,1,267,...,...,...,0
L,PF,2017,WCPFC,37,5x5,MON,96,1210,5x5,MON,1,379,...,...,...,0
L,PF,2018,WCPFC,30,5x5,MON,95,1003,5x5,MON,1,193,...,...,...,0
L,PF,2019,WCPFC,76,5x5,MON,108,1460,5x5,MON,1,267,...,...,...,0
L,PF,2020,WCPFC,53,5x5,MON,98,1289,5x5,MON,1,354,...,...,...,0
L,PF,2021,WCPFC,79,5x5,MON,120,1325,5x5,MON,1,316,...,...,...,0
L,PF,2022,WCPFC,68,5x5,MON,123,1912,5x5,MON,1,635,...,...,...,0
L,PF,2023,WCPFC,120,5x5,MON,117,1972,5x5,MON,1,637,...,...,...,0
L,PG,1996,WCPFC,0,5x5,MON,8,21,5x5,MON,1,21,...,...,...,0
L,PG,2000,WCPFC,1,5x5,MON,10,32,5x5,MON,1,29,...,...,...,0
L,PG,2001,WCPFC,1,5x5,MON,14,49,5x5,MON,1,9,10x20,MON,1,1
L,PG,2002,WCPFC,0,5x5,MON,15,56,5x5,MON,1,33,...,...,...,0
L,PG,2003,WCPFC,2,5x5,MON,32,95,5x5,MON,1,79,...,...,...,0
L,PG,2004,WCPFC,1,5x5,MON,16,143,5x5,MON,1,112,...,...,...,0
L,PG,2005,WCPFC,0,5x5,MON,18,60,5x5,MON,1,181,...,...,...,0
L,PG,2006,WCPFC,0,5x5,MON,17,78,5x5,MON,1,183,...,...,...,0
L,PG,2007,WCPFC,0,5x5,MON,5,13,5x5,MON,1,47,...,...,...,0
L,PG,2008,WCPFC,0,5x5,MON,4,4,5x5,MON,1,164,...,...,...,0
L,PG,2010,WCPFC,0,...,...,0,0,5x5,MON,1,3,...,...,...,0
L,PG,2011,WCPFC,7,5x5,MON,4,13,5x5,MON,1,73,...,...,...,0
L,PG,2012,WCPFC,1,5x5,MON,23,51,5x5,MON,1,37,...,...,...,0
L,PG,2013,WCPFC,0,5x5,MON,4,6,5x5,MON,1,5,...,...,...,0
L,PG,2014,WCPFC,0,5x5,MON,3,6,5x5,MON,1,8,...,...,...,0
L,PG,2015,WCPFC,1,5x5,MON,21,75,5x5,MON,1,11,...,...,...,0
L,PG,2016,WCPFC,2,5x5,MON,24,78,5x5,MON,1,8,...,...,...,0
L,PG,2018,WCPFC,2,5x5,MON,26,85,5x5,MON,1,5,...,...,...,0
L,PG,2023,WCPFC,13,5x5,MON,57,515,5x5,MON,1,36,...,...,...,0
L,PH,1993,WCPFC,0,...,...,0,0,10x10,MON,1,20,...,...,...,0
L,PH,2021,WCPFC,0,...,...,0,0,10x20,MON,1,107,...,...,...,0
L,PH,2022,WCPFC,0,...,...,0,0,10x20,MON,1,234,5x5,MON,1,5
L,PW,2000,WCPFC,0,...,...,0,0,5x5,MON,1,16,...,...,...,0
L,PW,2017,WCPFC,2,5x5,MON,29,83,5x5,MON,1,7,...,...,...,0
L,PW,2022,WCPFC,0,5x5,MON,3,4,5x5,MON,1,5,...,...,...,0
L,SB,1996,WCPFC,0,...,...,0,0,5x5,MON,1,1,...,...,...,0
L,SB,1997,WCPFC,0,...,...,0,0,5x5,MON,1,21,...,...,...,0
L,SB,1998,WCPFC,0,...,...,0,0,5x5,MON,1,38,...,...,...,0
L,SB,1999,WCPFC,0,...,...,0,0,5x5,MON,1,4,...,...,...,0
L,SB,2000,WCPFC,0,...,...,0,0,5x5,MON,1,2,...,...,...,0
L,SB,2001,WCPFC,0,...,...,0,0,5x5,MON,1,2,...,...,...,0
L,SB,2002,WCPFC,0,...,...,0,0,5x5,MON,1,67,...,...,...,0
L,SB,2003,WCPFC,0,...,...,0,0,5x5,MON,1,52,...,...,...,0
L,SB,2004,WCPFC,0,...,...,0,0,5x5,MON,1,5,...,...,...,0
L,SB,2011,WCPFC,30,5x5,MON,18,52,5x5,MON,1,574,...,...,...,0
L,SB,2012,WCPFC,0,5x5,MON,41,109,5x5,MON,1,578,...,...,...,0
L,SB,2013,WCPFC,0,5x5,MON,26,89,5x5,MON,1,212,...,...,...,0
L,SB,2014,WCPFC,209,5x5,MON,133,435,5x5,MON,1,360,...,...,...,0
L,SB,2015,WCPFC,329,5x5,MON,212,5087,5x5,MON,1,224,...,...,...,0
L,SB,2016,WCPFC,62,5x5,MON,91,1004,5x5,MON,1,5,...,...,...,0
L,SB,2018,WCPFC,75,5x5,MON,96,1406,5x5,MON,1,360,...,...,...,0
L,SB,2019,WCPFC,109,5x5,MON,128,2289,5x5,MON,1,684,...,...,...,0
L,SB,2023,WCPFC,54,5x5,MON,86,714,5x5,MON,1,117,...,...,...,0
L,TO,1996,WCPFC,0,5x5,MON,5,5,5x5,MON,1,4,...,...,...,0
L,TO,1997,WCPFC,1,5x5,MON,11,17,5x5,MON,1,7,...,...,...,0
L,TO,1998,WCPFC,6,5x5,MON,21,92,5x5,MON,1,85,...,...,...,0
L,TO,1999,WCPFC,8,5x5,MON,31,147,5x5,MON,1,36,...,...,...,0
L,TO,2000,WCPFC,4,5x5,MON,39,205,5x5,MON,1,138,...,...,...,0
L,TO,2001,WCPFC,15,5x5,MON,40,221,5x5,MON,1,77,...,...,...,0
L,TO,2002,WCPFC,5,5x5,MON,45,228,5x5,MON,1,2943,...,...,...,0
L,TO,2003,WCPFC,3,5x5,MON,28,104,5x5,MON,1,1379,...,...,...,0
L,TO,2004,WCPFC,3,5x5,MON,21,90,5x5,MON,1,1243,...,...,...,0
L,TO,2005,WCPFC,2,5x5,MON,23,91,5x5,MON,1,153,...,...,...,0
L,TO,2006,WCPFC,1,5x5,MON,15,38,5x5,MON,1,1665,...,...,...,0
L,TO,2007,WCPFC,1,5x5,MON,9,23,5x5,MON,1,182,...,...,...,0
L,TO,2008,WCPFC,0,5x5,MON,4,8,5x5,MON,1,481,...,...,...,0
L,TO,2009,WCPFC,0,...,...,0,0,5x5,MON,1,241,...,...,...,0
L,TO,2010,WCPFC,0,5x5,MON,4,4,5x5,MON,1,78,...,...,...,0
L,TO,2011,WCPFC,1,5x5,MON,12,41,5x5,MON,1,222,...,...,...,0
L,TO,2012,WCPFC,1,5x5,MON,13,35,5x5,MON,1,74,...,...,...,0
L,TO,2013,WCPFC,1,5x5,MON,18,62,5x5,MON,1,197,...,...,...,0
L,TO,2014,WCPFC,8,5x5,MON,29,266,5x5,MON,1,906,...,...,...,0
L,TO,2015,WCPFC,6,5x5,MON,26,247,5x5,MON,1,1220,...,...,...,0
L,TO,2016,WCPFC,6,5x5,MON,31,273,5x5,MON,1,1205,...,...,...,0
L,TO,2017,WCPFC,12,5x5,MON,41,318,5x5,MON,1,1788,...,...,...,0
L,TO,2018,WCPFC,4,5x5,MON,39,226,5x5,MON,1,811,...,...,...,0
L,TO,2019,WCPFC,2,5x5,MON,37,99,5x5,MON,1,481,...,...,...,0
L,TO,2020,WCPFC,3,5x5,MON,27,122,5x5,MON,1,699,...,...,...,0
L,TO,2021,WCPFC,2,5x5,MON,21,52,5x5,MON,1,533,...,...,...,0
L,TO,2022,WCPFC,2,5x5,MON,19,62,5x5,MON,1,564,...,...,...,0
L,TO,2023,WCPFC,1,5x5,MON,18,36,5x5,MON,1,457,...,...,...,0
L,TV,2016,WCPFC,3,5x5,MON,27,189,5x5,MON,1,146,...,...,...,0
L,TV,2017,WCPFC,7,5x5,MON,37,197,5x5,MON,1,95,...,...,...,0
L,TV,2018,WCPFC,13,5x5,MON,31,242,5x5,MON,1,1142,...,...,...,0
L,TV,2019,WCPFC,32,5x5,MON,26,179,5x5,MON,1,1107,...,...,...,0
L,TW,1993,WCPFC,154,5x5,MON,138,92,5x5,MON,1,4,...,...,...,0
L,TW,1994,WCPFC,91,5x5,MON,344,0,5x5,MON,1,8,...,...,...,0
L,TW,1995,WCPFC,244,5x5,MON,194,64,5x5,MON,1,26,...,...,...,0
L,TW,1996,WCPFC,3693,5x5,MON,251,0,5x5,MON,1,28,...,...,...,0
L,TW,1997,WCPFC,3722,5x5,MON,212,14,5x5,MON,1,34,...,...,...,0
L,TW,1998,WCPFC,3827,5x5,MON,126,30,5x5,MON,1,103,...,...,...,0
L,TW,1999,WCPFC,3044,5x5,MON,137,26,5x5,MON,1,12,...,...,...,0
L,TW,2000,WCPFC,4310,5x5,MON,155,16,5x5,MON,1,49,...,...,...,0
L,TW,2001,WCPFC,4120,5x5,MON,74,18,5x5,MON,1,466,...,...,...,0
L,TW,2002,WCPFC,2708,5x5,MON,267,8,5x5,MON,1,145,...,...,...,0
L,TW,2003,WCPFC,2848,5x5,MON,376,797,5x5,MON,1,254,...,...,...,0
L,TW,2004,WCPFC,3237,5x5,MON,349,271,5x5,MON,1,420,...,...,...,0
L,TW,2005,WCPFC,470,5x5,MON,325,652,5x5,MON,1,84,...,...,...,0
L,TW,2006,WCPFC,231,5x5,MON,254,456,5x5,MON,1,130,...,...,...,0
L,TW,2007,WCPFC,82,5x5,MON,225,84,5x5,MON,1,42,...,...,...,0
L,TW,2008,WCPFC,189,5x5,MON,198,76,10x20,QTR,2,944,5x5,MON,1,249
L,TW,2009,WCPFC,572,5x5,MON,160,287,10x20,QTR,2,547,5x5,MON,1,64
L,TW,2010,WCPFC,252,5x5,MON,213,316,10x20,QTR,2,962,5x5,MON,1,69
L,TW,2011,WCPFC,390,5x5,MON,298,585,10x20,QTR,2,1037,5x5,MON,1,508
L,TW,2012,WCPFC,428,5x5,MON,369,359,5x5,MON,1,2324,...,...,...,0
L,TW,2013,WCPFC,454,5x5,MON,389,292,5x5,MON,1,2594,...,...,...,0
L,TW,2014,WCPFC,664,5x5,MON,347,1023,5x5,MON,1,2673,...,...,...,0
L,TW,2015,WCPFC,247,5x5,MON,397,696,5x5,MON,1,1325,10x20,QTR,2,527
L,TW,2016,WCPFC,385,5x5,MON,587,2962,5x5,MON,1,5492,10x20,QTR,2,132
L,TW,2017,WCPFC,732,5x5,MON,808,6946,5x5,MON,1,11664,...,...,...,0
L,TW,2018,WCPFC,469,5x5,MON,702,7123,5x5,MON,1,4003,...,...,...,0
L,TW,2019,WCPFC,931,5x5,MON,906,8611,5x5,MON,1,10551,...,...,...,0
L,TW,2020,WCPFC,774,5x5,MON,855,8211,5x5,MON,1,9614,...,...,...,0
L,TW,2021,WCPFC,690,5x5,MON,939,9090,5x5,MON,1,8416,...,...,...,0
L,TW,2022,WCPFC,728,5x5,MON,992,10697,5x5,MON,1,7506,...,...,...,0
L,TW,2023,WCPFC,537,5x5,MON,873,8109,5x5,MON,1,3301,...,...,...,0
L,US,2003,WCPFC,0,...,...,0,0,10x20,MON,1,28,5x5,MON,1,12
L,US,2004,WCPFC,0,...,...,0,0,10x20,MON,1,24,5x5,MON,1,3
L,US,2005,WCPFC,0,...,...,0,0,5x5,MON,1,9,10x20,MON,1,4
L,US,2006,WCPFC,0,...,...,0,0,5x5,MON,1,66,10x20,MON,1,30
L,US,2007,WCPFC,0,...,...,0,0,10x20,MON,1,138,5x5,MON,1,77
L,US,2008,WCPFC,0,...,...,0,0,10x20,MON,1,91,5x5,MON,1,42
L,US,2009,WCPFC,0,...,...,0,0,5x5,MON,1,81,...,...,...,0
L,US,2010,WCPFC,0,...,...,0,0,10x20,MON,1,43,5x5,MON,1,29
L,US,2011,WCPFC,0,...,...,0,0,10x20,MON,1,74,...,...,...,0
L,US,2014,WCPFC,0,...,...,0,0,10x20,MON,1,41,...,...,...,0
L,US,2017,WCPFC,0,...,...,0,0,10x20,MON,1,1,...,...,...,0
L,US-AS,2000,WCPFC,12,5x5,MON,15,588,5x5,MON,1,12,...,...,...,0
L,US-AS,2001,WCPFC,64,5x5,MON,30,1630,5x5,MON,1,141,10x20,MON,1,47
L,US-AS,2002,WCPFC,129,5x5,MON,44,3621,5x5,MON,1,830,10x20,MON,1,319
L,US-AS,2003,WCPFC,207,5x5,MON,55,4208,5x5,MON,1,314,10x20,MON,1,283
L,US-AS,2004,WCPFC,225,5x5,MON,53,3065,5x5,MON,1,351,10x20,MON,1,230
L,US-AS,2005,WCPFC,142,5x5,MON,57,269,5x5,MON,1,331,10x20,MON,1,258
L,US-AS,2006,WCPFC,190,5x5,MON,50,0,5x5,MON,1,1798,10x20,MON,1,346
L,US-AS,2007,WCPFC,162,5x5,MON,53,3605,5x5,MON,1,1613,10x20,MON,1,334
L,US-AS,2008,WCPFC,165,5x5,MON,64,3182,5x5,MON,1,1495,10x20,MON,1,283
L,US-AS,2009,WCPFC,155,5x5,MON,60,3402,5x5,MON,1,904,10x20,MON,1,166
L,US-AS,2010,WCPFC,122,5x5,MON,91,3384,5x5,MON,1,3761,10x20,MON,1,417
L,US-AS,2011,WCPFC,142,5x5,MON,124,2753,5x5,MON,1,4827,10x20,MON,1,196
L,US-AS,2012,WCPFC,374,5x5,MON,131,3331,5x5,MON,1,3620,10x20,MON,1,61
L,US-AS,2013,WCPFC,74,5x5,MON,93,2140,5x5,MON,1,691,...,...,...,0
L,US-AS,2014,WCPFC,125,5x5,MON,47,2015,5x5,MON,1,1680,10x20,MON,1,150
L,US-AS,2015,WCPFC,78,5x5,MON,79,1856,5x5,MON,1,1083,...,...,...,0
L,US-AS,2016,WCPFC,120,5x5,MON,96,1682,5x5,MON,1,813,...,...,...,0
L,US-AS,2017,WCPFC,106,5x5,MON,102,1563,5x5,MON,1,673,...,...,...,0
L,US-AS,2018,WCPFC,91,5x5,MON,89,1504,5x5,MON,1,462,...,...,...,0
L,US-AS,2019,WCPFC,97,5x5,MON,105,1331,5x5,MON,1,869,...,...,...,0
L,US-AS,2020,WCPFC,78,5x5,MON,99,904,5x5,MON,1,55,...,...,...,0
L,US-AS,2021,WCPFC,55,5x5,MON,86,1019,5x5,MON,1,34,...,...,...,0
L,US-AS,2022,WCPFC,49,5x5,MON,86,889,5x5,MON,1,247,...,...,...,0
L,US-AS,2023,WCPFC,51,5x5,MON,64,1035,5x5,MON,1,238,...,...,...,0
L,US-GU,1995,WCPFC,0,5x5,MON,3,17,5x5,MON,1,4,...,...,...,0
L,US-GU,1996,WCPFC,0,...,...,0,0,5x5,MON,1,10,...,...,...,0
L,US-GU,1997,WCPFC,0,...,...,0,0,5x5,MON,1,4,...,...,...,0
L,US-GU,1998,WCPFC,0,...,...,0,0,5x5,MON,1,4,...,...,...,0
L,US-HW,2003,WCPFC,207,5x5,MON,130,0,5x5,MON,1,844,...,...,...,0
L,US-HW,2004,WCPFC,130,5x5,MON,153,0,5x5,MON,1,6889,...,...,...,0
L,US-HW,2005,WCPFC,90,5x5,MON,152,0,5x5,MON,1,4931,...,...,...,0
L,US-HW,2006,WCPFC,93,5x5,MON,178,0,5x5,MON,1,2041,...,...,...,0
L,US-HW,2007,WCPFC,91,5x5,MON,189,4031,5x5,MON,1,1980,...,...,...,0
L,US-HW,2008,WCPFC,117,5x5,MON,179,4948,5x5,MON,1,1583,...,...,...,0
L,US-HW,2009,WCPFC,117,5x5,MON,220,4789,5x5,MON,1,1669,...,...,...,0
L,US-HW,2010,WCPFC,114,5x5,MON,180,3877,5x5,MON,1,1995,...,...,...,0
L,US-HW,2011,WCPFC,158,5x5,MON,173,5985,5x5,MON,1,2534,...,...,...,0
L,US-HW,2012,WCPFC,115,5x5,MON,177,6488,5x5,MON,1,2898,...,...,...,0
L,US-HW,2013,WCPFC,181,5x5,MON,197,6248,5x5,MON,1,3191,...,...,...,0
L,US-HW,2014,WCPFC,167,5x5,MON,191,5142,5x5,MON,1,2008,...,...,...,0
L,US-HW,2015,WCPFC,176,5x5,MON,174,5057,5x5,MON,1,2442,...,...,...,0
L,US-HW,2016,WCPFC,186,5x5,MON,187,6688,5x5,MON,1,3263,...,...,...,0
L,US-HW,2017,WCPFC,156,5x5,MON,194,5414,5x5,MON,1,2800,...,...,...,0
L,US-HW,2018,WCPFC,105,5x5,MON,212,4607,5x5,MON,1,2247,...,...,...,0
L,US-HW,2019,WCPFC,198,5x5,MON,244,7453,5x5,MON,1,4221,...,...,...,0
L,US-HW,2020,WCPFC,125,5x5,MON,214,5342,5x5,MON,1,2054,...,...,...,0
L,US-HW,2021,WCPFC,128,5x5,MON,198,5016,5x5,MON,1,2587,...,...,...,0
L,US-HW,2022,WCPFC,84,5x5,MON,200,3906,5x5,MON,1,2093,...,...,...,0
L,US-HW,2023,WCPFC,52,5x5,MON,179,2714,5x5,MON,1,1196,...,...,...,0
L,VN,2010,WCPFC,0,...,...,0,0,5x5,MON,1,2,...,...,...,0
L,VU,2000,WCPFC,0,...,...,0,0,5x5,MON,1,5,...,...,...,0
L,VU,2001,WCPFC,0,5x5,MON,2,2,10x20,MON,1,33,...,...,...,0
L,VU,2002,WCPFC,2,5x5,MON,3,5,10x20,MON,1,29,...,...,...,0
L,VU,2003,WCPFC,2,5x5,MON,10,20,10x20,MON,1,159,...,...,...,0
L,VU,2004,WCPFC,0,...,...,0,0,10x20,MON,1,313,5x5,MON,1,122
L,VU,2005,WCPFC,0,5x5,MON,2,46,10x20,MON,1,274,...,...,...,0
L,VU,2006,WCPFC,0,5x5,MON,3,9,10x20,MON,1,138,...,...,...,0
L,VU,2007,WCPFC,0,5x5,MON,1,1,10x20,MON,1,9,...,...,...,0
L,VU,2008,WCPFC,0,5x5,MON,2,2,10x20,MON,1,153,5x5,MON,1,2
L,VU,2009,WCPFC,0,5x5,MON,12,23,5x5,MON,1,124,10x20,MON,1,38
L,VU,2010,WCPFC,4,5x5,MON,11,60,5x5,MON,1,236,10x20,MON,1,110
L,VU,2011,WCPFC,22,5x5,MON,66,325,5x5,MON,1,436,10x20,MON,1,98
L,VU,2012,WCPFC,309,5x5,MON,127,1283,10x20,MON,1,164,...,...,...,0
L,VU,2013,WCPFC,166,5x5,MON,282,2694,5x5,MON,1,1515,10x20,MON,1,49
L,VU,2014,WCPFC,134,5x5,MON,276,1905,5x5,MON,1,135,...,...,...,0
L,VU,2015,WCPFC,186,5x5,MON,302,3016,5x5,MON,1,791,...,...,...,0
L,VU,2016,WCPFC,178,5x5,MON,296,3020,5x5,MON,1,226,...,...,...,0
L,VU,2017,WCPFC,239,5x5,MON,352,2961,5x5,MON,1,12,...,...,...,0
L,VU,2018,WCPFC,140,5x5,MON,329,2553,5x5,MON,1,457,...,...,...,0
L,VU,2019,WCPFC,288,5x5,MON,270,1783,5x5,MON,1,801,...,...,...,0
L,VU,2023,WCPFC,29,5x5,MON,192,1071,5x5,MON,1,18,...,...,...,0
L,WF,2022,WCPFC,0,...,...,0,0,5x5,MON,1,49,...,...,...,0
L,WF,2023,WCPFC,0,...,...,0,0,5x5,MON,1,63,...,...,...,0
L,WS,1999,WCPFC,799,5x5,MON,44,1523,5x5,MON,1,20,...,...,...,0
L,WS,2000,WCPFC,25,5x5,MON,9,249,5x5,MON,1,21,...,...,...,0
L,WS,2001,WCPFC,389,5x5,MON,28,228,5x5,MON,1,162,...,...,...,0
L,WS,2002,WCPFC,198,5x5,MON,43,270,5x5,MON,1,3562,...,...,...,0
L,WS,2003,WCPFC,288,5x5,MON,50,157,5x5,MON,1,3769,...,...,...,0
L,WS,2004,WCPFC,186,5x5,MON,42,167,5x5,MON,1,4012,...,...,...,0
L,WS,2005,WCPFC,100,5x5,MON,24,56,5x5,MON,1,1518,...,...,...,0
L,WS,2006,WCPFC,59,5x5,MON,31,163,5x5,MON,1,2248,...,...,...,0
L,WS,2007,WCPFC,40,5x5,MON,37,174,5x5,MON,1,855,...,...,...,0
L,WS,2008,WCPFC,31,5x5,MON,24,64,5x5,MON,1,914,...,...,...,0
L,WS,2009,WCPFC,77,5x5,MON,38,273,5x5,MON,1,5423,...,...,...,0
L,WS,2010,WCPFC,67,5x5,MON,52,449,5x5,MON,1,6354,...,...,...,0
L,WS,2011,WCPFC,51,5x5,MON,40,415,5x5,MON,1,4682,...,...,...,0
L,WS,2012,WCPFC,27,5x5,MON,60,1355,5x5,MON,1,30,...,...,...,0
L,WS,2013,WCPFC,14,5x5,MON,52,662,5x5,MON,1,857,...,...,...,0
L,WS,2014,WCPFC,15,5x5,MON,51,507,5x5,MON,1,218,...,...,...,0
L,WS,2015,WCPFC,20,5x5,MON,39,594,5x5,MON,1,366,...,...,...,0
L,WS,2016,WCPFC,20,5x5,MON,58,829,5x5,MON,1,517,...,...,...,0
L,WS,2017,WCPFC,62,5x5,MON,71,1063,5x5,MON,1,240,...,...,...,0
L,WS,2018,WCPFC,44,5x5,MON,91,1096,5x5,MON,1,854,...,...,...,0
L,WS,2019,WCPFC,214,5x5,MON,93,1929,5x5,MON,1,2241,...,...,...,0
L,WS,2020,WCPFC,123,5x5,MON,78,1077,5x5,MON,1,140,...,...,...,0
L,WS,2022,WCPFC,43,5x5,MON,50,712,5x5,MON,1,377,...,...,...,0
L,WS,2023,WCPFC,59,5x5,MON,64,922,5x5,MON,1,91,...,...,...,0
L,AU,1987,WCPFC,28,5x5,MON,21,115,...,...,...,0,...,...,...,0
L,AU,1988,WCPFC,47,5x5,MON,15,33,...,...,...,0,...,...,...,0
L,AU,1998,WCPFC,15,5x5,MON,74,533,...,...,...,0,...,...,...,0
L,AU,1999,WCPFC,15,5x5,MON,56,250,...,...,...,0,...,...,...,0
L,AU,2000,WCPFC,15,5x5,MON,44,120,...,...,...,0,...,...,...,0
L,AU,2016,WCPFC,3,5x5,MON,78,251,...,...,...,0,...,...,...,0
L,AU,2017,WCPFC,13,5x5,MON,76,610,...,...,...,0,...,...,...,0
L,AU,2018,WCPFC,6,5x5,MON,72,401,...,...,...,0,...,...,...,0
L,AU,2019,WCPFC,7,5x5,MON,80,536,...,...,...,0,...,...,...,0
L,AU,2020,WCPFC,5,5x5,MON,78,406,...,...,...,0,...,...,...,0
L,AU,2021,WCPFC,6,5x5,MON,83,401,...,...,...,0,...,...,...,0
L,AU,2022,WCPFC,18,5x5,MON,67,611,...,...,...,0,...,...,...,0
L,AU,2023,WCPFC,5,5x5,MON,63,278,...,...,...,0,...,...,...,0
L,CK,1994,WCPFC,0,5x5,MON,3,15,...,...,...,0,...,...,...,0
L,CK,2001,WCPFC,0,5x5,MON,2,2,...,...,...,0,...,...,...,0
L,CN,1992,WCPFC,0,5x5,MON,1,1,...,...,...,0,...,...,...,0
L,ES,2013,WCPFC,0,5x5,MON,1,2,...,...,...,0,...,...,...,0
L,ES,2014,WCPFC,0,5x5,MON,3,11,...,...,...,0,...,...,...,0
L,FJ,1991,WCPFC,0,5x5,MON,2,2,...,...,...,0,...,...,...,0
L,FJ,1992,WCPFC,0,5x5,MON,1,1,...,...,...,0,...,...,...,0
L,FJ,1998,WCPFC,9,5x5,MON,17,85,...,...,...,0,...,...,...,0
L,FJ,2000,WCPFC,3,5x5,MON,5,6,...,...,...,0,...,...,...,0
L,FM,2009,WCPFC,0,5x5,MON,10,16,...,...,...,0,...,...,...,0
L,FM,2010,WCPFC,1,5x5,MON,16,33,...,...,...,0,...,...,...,0
L,FM,2011,WCPFC,0,5x5,MON,2,6,...,...,...,0,...,...,...,0
L,ID,2016,WCPFC,3998,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,2017,WCPFC,267,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,2018,WCPFC,2289,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,2020,WCPFC,88,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,2021,WCPFC,11,5x5,MON,72,0,...,...,...,0,...,...,...,0
L,ID,2023,WCPFC,886,5x5,MON,72,35,...,...,...,0,...,...,...,0
L,JP,1950,WCPFC,0,5x5,MON,13,0,...,...,...,0,...,...,...,0
L,JP,1951,WCPFC,0,5x5,MON,35,0,...,...,...,0,...,...,...,0
L,JP,1952,WCPFC,0,5x5,MON,160,0,...,...,...,0,...,...,...,0
L,JP,1953,WCPFC,0,5x5,MON,198,0,...,...,...,0,...,...,...,0
L,JP,1954,WCPFC,0,5x5,MON,263,0,...,...,...,0,...,...,...,0
L,JP,1955,WCPFC,0,5x5,MON,428,0,...,...,...,0,...,...,...,0
L,JP,1956,WCPFC,0,5x5,MON,369,0,...,...,...,0,...,...,...,0
L,JP,1957,WCPFC,0,5x5,MON,393,0,...,...,...,0,...,...,...,0
L,JP,1958,WCPFC,0,5x5,MON,449,0,...,...,...,0,...,...,...,0
L,JP,1959,WCPFC,0,5x5,MON,446,0,...,...,...,0,...,...,...,0
L,JP,1960,WCPFC,0,5x5,MON,421,1,...,...,...,0,...,...,...,0
L,JP,1961,WCPFC,0,5x5,MON,428,0,...,...,...,0,...,...,...,0
L,JP,1962,WCPFC,0,5x5,MON,367,0,...,...,...,0,...,...,...,0
L,JP,1963,WCPFC,0,5x5,MON,874,1710,...,...,...,0,...,...,...,0
L,JP,1964,WCPFC,0,5x5,MON,901,1280,...,...,...,0,...,...,...,0
L,JP,1965,WCPFC,0,5x5,MON,1385,1534,...,...,...,0,...,...,...,0
L,JP,1966,WCPFC,0,5x5,MON,1454,1695,...,...,...,0,...,...,...,0
L,JP,1967,WCPFC,0,5x5,MON,1402,1854,...,...,...,0,...,...,...,0
L,JP,1968,WCPFC,0,5x5,MON,1219,795,...,...,...,0,...,...,...,0
L,JP,1969,WCPFC,53,5x5,MON,1931,574,...,...,...,0,...,...,...,0
L,KI,1995,WCPFC,0,5x5,MON,4,7,...,...,...,0,...,...,...,0
L,KI,2014,WCPFC,0,5x5,MON,21,104,...,...,...,0,...,...,...,0
L,KR,1975,WCPFC,10,5x5,MON,121,2221,...,...,...,0,...,...,...,0
L,KR,1976,WCPFC,162,5x5,MON,333,2053,...,...,...,0,...,...,...,0
L,KR,1977,WCPFC,111,5x5,MON,366,1885,...,...,...,0,...,...,...,0
L,KR,1978,WCPFC,110,5x5,MON,266,2128,...,...,...,0,...,...,...,0
L,KR,1980,WCPFC,58,5x5,MON,381,944,...,...,...,0,...,...,...,0
L,KR,1981,WCPFC,37,5x5,MON,316,1543,...,...,...,0,...,...,...,0
